name,party,state,incumbent_challenge_full,raised,spent
"COLE, MICHAEL K",DEM,TX,Challenger,"$21,586.00 ","$24,509.10 "
"MOORE, DWIGHT CLINT",REP,TX,Challenger,$0 ,$0 
"HAYS, ELAINE",REP,TX,Challenger,$0 ,$0 
"BROWN, DONALD GLENN JR",DEM,TX,Challenger,"$74,450.00 ","$3,184.82 "
"MARCHBANKS, JAMES NEAL",DEM,TX,Challenger,$0 ,$0 
"MCCALL, BRIAN MATTHEW",REP,TX,Challenger,"$183,785.09 ","$184,971.63 "
"GIBSON, MARK",DEM,TX,Challenger,"$24,584.00 ","$36,495.44 "
"HINOJOSA, LETICIA",DEM,TX,Challenger,$0 ,$0 
"CANSECO, FRANCISCO 'QUICO'",REP,TX,Challenger,$0 ,$0 
"SANCHEZ, THOMAS CARL",DEM,TX,Challenger,$500.00 ,$805.63 
"WINSTON, SIMON WOOD",REP,TX,Challenger,"$366,249.00 ","$366,297.07 "
"TURNER, JIM",DEM,TX,Challenger,$0 ,"$26,872.79 "
"BRYAN, PAT",DEM,TX,Challenger,"$14,417.05 ","$13,900.98 "
"SLAVENS, JOHN CALVIN",REP,TX,Challenger,"$73,918.58 ","$73,918.58 "
"FILAK, MICHAEL A MR.",DEM,TX,Challenger,"$19,543.93 ","$19,543.93 "
"THURGOOD, KEITH LEE",REP,TX,Challenger,"$8,685.10 ","$11,631.36 "
"FOWLER, STEVEN C",REP,TX,Challenger,"$10,025.64 ","$9,918.70 "
"BAKER, COLLIN JAMES",REP,TX,Challenger,$0 ,$56.00 
"ROSEMAN, JEFFREY LEE",IND,TX,Challenger,"$11,582.79 ","$11,582.79 "
"WOOLRIDGE, RUBY FAYE MS.",DEM,TX,Challenger,"$27,339.05 ","$22,557.19 "
"LLOYD, JAMES",REP,TX,Challenger,"$182,520.83 ","$167,585.79 "
"ESPINOZA, MARIA L",REP,TX,Challenger,"$87,837.48 ","$88,818.97 "
"DEAN, ANDRE",REP,TX,Challenger,"$13,568.00 ","$15,906.00 "
"TOTH, STEVE",REP,TX,Challenger,"$174,147.65 ","$174,147.65 "
"MCMICHAEL, CRAIG",REP,TX,Challenger,"$7,392.49 ","$7,435.81 "
"GALLAHER, SCOT B.",DEM,TX,Challenger,"$10,515.00 ","$10,371.00 "
"BRADSHAW, WILLIAM MICAH",DEM,TX,Challenger,$525.00 ,$0 
"ZAMORA, EDDIE",REP,TX,Challenger,$0 ,$0 
"MATTA, WILLIAM BRUCE",DEM,TX,Challenger,"$39,642.90 ","$47,063.07 "
"SIMS, KALEB",REP,TX,Challenger,"$27,622.00 ","$27,622.00 "
"PATTERSON, WILLIAM RALPH",REP,TX,Challenger,"$449,943.17 ","$405,876.91 "
"GONZALES, REGINO JAMES",REP,TX,Challenger,"$19,875.00 ","$14,947.00 "
"BARTLEY, LORI ANITA MRS.",REP,TX,Challenger,"$36,335.71 ","$37,309.10 "
"PATE, AVA",REP,TX,Challenger,"$4,954.13 ","$4,599.49 "
"MURPHY, WILLIAM JOHN",REP,TX,Challenger,"$7,183.15 ","$7,183.15 "
"WAKELY, THOMAS MR.",DEM,TX,Challenger,"$70,714.74 ","$70,715.74 "
"PHELPS, TODD",REP,TX,Challenger,"$26,226.90 ","$26,985.79 "
"VAKIL, TEJAS",DEM,TX,Challenger,"$54,102.36 ","$54,102.36 "
"STOCKMAN, STEVE",REP,TX,Challenger,$99.95 ,$99.95 
"TRAN, GIANNIBICEGO HOA",REP,TX,Challenger,$0 ,$452.00 
"BLATT, DOUGLAS JAMES MR",DEM,TX,Challenger,"$1,867.39 ","$1,867.39 "
"LOZANO, ROY E",REP,TX,Challenger,"$6,982.98 ","$6,982.98 "
"MCDOWELL, JAN",DEM,TX,Challenger,"$21,914.69 ","$21,796.25 "
"THOMAS, KATHLEEN",DEM,TX,Challenger,"$55,579.27 ","$52,100.87 "
"HARRINGTON, JOHN WESLEY IV",REP,TX,Challenger,"$7,710.00 ","$7,388.00 "
"DEEB, GREGORY PATRICK",REP,TX,Challenger,"$196,605.72 ","$196,312.61 "
"BARRERA, RAUL (ROY)",DEM,TX,Challenger,"$23,558.99 ","$20,852.64 "
"GARCIA, DOMINIQUE MICHELLE",DEM,TX,Challenger,"$6,001.00 ","$6,001.00 "
"GARCIA, ADRIAN",DEM,TX,Challenger,"$390,998.62 ","$387,108.14 "
"CLARK, MIKE",DEM,TX,Challenger,"$28,317.41 ","$27,234.94 "
"SWEENEY, MIKE",REP,TX,Challenger,"$10,414.80 ","$10,096.20 "
"BROWN, PAUL MICHAEL",REP,TX,Challenger,"$103,545.50 ","$103,096.61 "
"RAMSLAND, RUSSELL JAMES JR.",REP,TX,Challenger,"$331,518.47 ","$331,518.47 "
"TOKAR, JEFF",REP,TX,Challenger,"$10,214.00 ","$10,083.86 "
"ROUGHNEEN, CHERIE",REP,TX,Challenger,"$4,637.82 ","$12,844.04 "
"STUARD, GARY",GRE,TX,Challenger,"$3,188.57 ","$3,188.57 "
"CHADWICK, HOWARD BRUCE",REP,TX,Challenger,"$13,835.46 ","$13,835.46 "
"STOVALL, DWAYNE",REP,TX,Challenger,"$6,820.00 ","$6,663.97 "
"GRANT, DANIEL SCOTT",DEM,TX,Challenger,$504.28 ,"$8,342.00 "
"MONTOYA, MARCO",DEM,TX,Challenger,$124.00 ,"$4,124.00 "
"HRBACEK, DEAN ALLEN",REP,TX,Challenger,$0 ,$0 
"DELEON, DONALD RAMON",IND,TX,Challenger,$0 ,$0 
"DEWEY, ELIZABETH BETSY",LIB,TX,Challenger,$0 ,$0 
"JOHNSON, JARVIS",DEM,TX,Challenger,$0 ,$0 
"MINOR, LOUIE JR",DEM,TX,Challenger,$0 ,$0 
"ROBERTS, MARK ANTHONY",GRE,TX,Challenger,$0 ,$0 
"BARKLEY, RONALD BEN",IND,TX,Challenger,$0 ,$0 
"HAYNES, NICHOLAS OWEN",DEM,TX,Challenger,$0 ,$0 
"TRACEY, DONALD L",NNE,TX,Challenger,$0 ,$0 
"MINTER, MICHAEL GENE",DEM,TX,Challenger,$0 ,$0 
"BRUEGGEMANN, DALE ALLEN",REP,TX,Challenger,$0 ,$0 
"BERRY, TOM",DEM,TX,Challenger,$0 ,$0 
"MCCUNE, WILLIAM E",DEM,TX,Challenger,$0 ,$0 
"LOVE, STEPHEN LEROY",DEM,TX,Challenger,$0 ,$0 
"CROSS, JANE",DEM,TX,Challenger,$0 ,$0 
"WILLIS, FRANK 'BUCK' BUCHANAN JR",DEM,TX,Challenger,$0 ,$0 
"SHEPARD, MICHAEL SHANE",IND,TX,Challenger,$0 ,$0 
"MARTIN, RICHARD",REP,TX,Challenger,$0 ,$0 
"SMITH, DAVID",REP,TX,Challenger,$0 ,$0 
"QUINTANILLA, CARLOS JR",DEM,TX,Challenger,$0 ,$0 
"PRUYN, RALPH",REP,TX,Challenger,$0 ,$0 
"BURNHAM, DENNIS",DEM,TX,Challenger,$0 ,$0 
"FINLEY, SAMUEL JAMES",REP,TX,Challenger,$0 ,$0 
"STEINBERG, ALAN",REP,TX,Challenger,$0 ,$0 
"WILLIAMS, MICHAEL L",REP,TX,Challenger,$0 ,$0 
"PEREZ, BENJAMIN",IND,TX,Challenger,$0 ,$0 
"LAWRENCE, WILLIAM CLARENCE",REP,TX,Challenger,$0 ,$0 
"HENDERSON, ELAINE M.",DEM,TX,Challenger,$0 ,$0 
"AYCOCK, ELMO M III",DEM,TX,Challenger,$0 ,$0 
"RILEY, JAMES EDWARD FRANCIS SR",DEM,TX,Challenger,$0 ,$0 
"DELEON, ADRIAN",DEM,TX,Challenger,$0 ,$0 
"LARSON, JONATHAN SCOTT",REP,TX,Challenger,$0 ,$0 
"WYMAN, STEPHEN",DEM,TX,Challenger,$0 ,$0 
"FAULK, WILLIAM A JR",REP,TX,Challenger,$0 ,$0 
"WIEGMANN, MATTHEW",DEM,TX,Challenger,$0 ,$0 
"DUHON, MAURICE ",IND,TX,Challenger,$0 ,$0 
"SMITH, DAVID WAYNE",LIB,TX,Challenger,$0 ,$0 
"SMITH, LARRY STANLEY",REP,TX,Challenger,$0 ,$0 
"SALAZAR, STEVE",DEM,TX,Challenger,$0 ,$0 
"FINLEY, RICHARD ERIC",REP,TX,Challenger,$0 ,$0 
"WEST, BRUCE A",LIB,TX,Challenger,$0 ,$0 
"ORTIZ, MIGUEL ANTONIO",DEM,TX,Challenger,$0 ,$0 
"MCMICHAEL, CRAIG BRADLEY",REP,TX,Challenger,$0 ,$0 
"AUTEM, JOSEPH WAYNE JR",REP,TX,Challenger,$0 ,$0 
"SQUIERS, LISSA",DEM,TX,Challenger,$0 ,$0 
"ROEN, COREY DEAN",REP,TX,Challenger,$0 ,$0 
"TORRES, SALOMON",DEM,TX,Challenger,$0 ,$0 
"LOVELESS, JOSHUA",REP,TX,Challenger,$0 ,$0 
"MUELLER, STEVE",REP,TX,Challenger,$0 ,$0 
"SANCHEZ, DAVID",DEM,TX,Challenger,$0 ,$0 
"CLARK, STEVE",REP,TX,Challenger,$0 ,$0 
"WASHINGTON, TRAVIS JR",REP,TX,Challenger,$0 ,$0 
"UNDERWOOD, BRYAN KEITH",REP,TX,Challenger,$0 ,$0 
"YOUNGBLOOD, LARRY",REP,TX,Challenger,$0 ,$0 
"BARRETT, MICHAEL SANFORD",CST,TX,Challenger,$0 ,$0 
"MROSKO, LINDA SUZANNE",DEM,TX,Challenger,$0 ,$0 
"INCE, CECIL ANTHONY",LIB,TX,Challenger,$0 ,$0 
"STRADER-DEAN, CHRISTINA CAMILLE ""CAMI""",REP,TX,Challenger,$0 ,$0 
"CHRISTENSEN, GENE",REP,TX,Challenger,$0 ,$0 
"DAY, TIMOTHY TERREL",DEM,TX,Challenger,$0 ,$0 
"ROBERTS, SEAN ALAN",DEM,TX,Challenger,$0 ,$0 
"PEREZ, FRANK ANTHONY",DEM,TX,Challenger,$0 ,$0 
"MORENOFF, DAN",REP,TX,Challenger,$0 ,$0 
"REESE, BRANDON REX",REP,TX,Challenger,$0 ,$0 
"VINCENT, BRAD EDWARD",DEM,TX,Challenger,$0 ,$0 
"ALAMEEL, DAVID DR.",DEM,TX,Challenger,$0 ,$0 
"LETSOS, NIKO",DEM,TX,Challenger,$0 ,$0 
"DUVAL, CANDACE",DEM,TX,Challenger,$0 ,$0 
"MANN, ANDY MARK",REP,TX,Challenger,$0 ,$0 
"REED, WESLEY CRAIG",DEM,TX,Challenger,$0 ,$0 
"HOLLOWAY, CHARLES DAVID",REP,TX,Challenger,$0 ,$0 
"BLOUNT, BENNEY DELL",REP,TX,Challenger,$0 ,$0 
"CARLILE, DOUGLAS A",REP,TX,Challenger,$0 ,$0 
"MCCURRACH, DAVID",IND,TX,Challenger,$0 ,$0 
"CULBERSON, JOHN",REP,TX,Incumbent,"$1,216,620.06 ","$1,195,460.96 "
"FLORES, BILL",REP,TX,Incumbent,"$1,735,450.88 ","$1,740,364.13 "
"HURD, WILLIAM",REP,TX,Incumbent,"$4,184,833.18 ","$4,232,951.96 "
"FARENTHOLD, RANDOLPH BLAKE",REP,TX,Incumbent,"$1,103,979.00 ","$1,113,535.86 "
"JOHNSON, EDDIE BERNICE",DEM,TX,Incumbent,"$383,489.59 ","$375,432.46 "
"JOHNSON, SAM MR.",REP,TX,Incumbent,"$1,100,214.21 ","$1,181,909.94 "
"SESSIONS, PETE MR.",REP,TX,Incumbent,"$2,406,308.50 ","$2,572,845.80 "
"HENSARLING, JEB HON.",REP,TX,Incumbent,"$2,258,314.34 ","$3,207,303.01 "
"WEBER, RANDY",REP,TX,Incumbent,"$625,262.86 ","$533,946.67 "
"O'ROURKE, ROBERT BETO",DEM,TX,Incumbent,"$590,656.43 ","$353,785.19 "
"CUELLAR, HENRY",DEM,TX,Incumbent,"$1,689,931.66 ","$929,900.10 "
"BURGESS, MICHAEL C. DR.",REP,TX,Incumbent,"$1,364,055.55 ","$1,091,006.23 "
"VELA, FILEMON MR.",DEM,TX,Incumbent,"$1,238,495.44 ","$1,067,282.32 "
"GREEN, RAYMOND E. 'GENE'",DEM,TX,Incumbent,"$1,804,288.75 ","$1,908,763.16 "
"CARTER, JOHN R. REP.",REP,TX,Incumbent,"$1,062,407.96 ","$1,257,077.88 "
"WILLIAMS, ROGER",REP,TX,Incumbent,"$1,718,990.87 ","$1,216,409.13 "
"VEASEY, MARC ALLISON MR.",DEM,TX,Incumbent,"$1,408,175.76 ","$1,243,464.90 "
"CASTRO, JOAQUIN REP.",DEM,TX,Incumbent,"$1,204,584.21 ","$1,337,910.86 "
"POE, TED",REP,TX,Incumbent,"$838,509.88 ","$623,230.11 "
"GOHMERT, LOUIS B. MR. JR.",REP,TX,Incumbent,"$742,484.60 ","$893,598.65 "
"RATCLIFFE, JOHN L",REP,TX,Incumbent,"$927,771.79 ","$910,934.89 "
"BARTON, JOE LINUS",REP,TX,Incumbent,"$1,350,975.29 ","$1,348,463.14 "
"GREEN, ALEXANDER",DEM,TX,Incumbent,"$706,231.24 ","$602,159.38 "
"DOGGETT, LLOYD",DEM,TX,Incumbent,"$1,061,859.25 ","$421,687.18 "
"MCCAUL, MICHAEL",REP,TX,Incumbent,"$1,774,897.36 ","$1,730,835.84 "
"THORNBERRY, MAC",REP,TX,Incumbent,"$1,824,829.15 ","$1,698,238.18 "
"LEE, SHEILA JACKSON",DEM,TX,Incumbent,"$485,724.07 ","$579,702.28 "
"NEUGEBAUER, RANDY HONORABLE",REP,TX,Incumbent,"$291,789.71 ","$510,281.54 "
"CONAWAY, MICHAEL HONORABLE",REP,TX,Incumbent,"$1,939,446.23 ","$1,630,310.55 "
"MARCHANT, KENNY E MR.",REP,TX,Incumbent,"$1,033,312.66 ","$528,905.18 "
"BABIN, BRIAN",REP,TX,Incumbent,"$1,131,999.66 ","$724,373.84 "
"BRADY, KEVIN",REP,TX,Incumbent,"$4,838,388.89 ","$4,028,312.50 "
"GRANGER, KAY",REP,TX,Incumbent,"$1,416,152.97 ","$1,088,164.59 "
"HINOJOSA, RUBEN E.",DEM,TX,Incumbent,"$156,910.71 ","$183,882.51 "
"SMITH, LAMAR",REP,TX,Incumbent,"$1,590,453.96 ","$1,772,750.36 "
"OLSON, PETER G.",REP,TX,Incumbent,"$1,551,907.95 ","$1,424,608.68 "
"MEYER, CHARLES B",REP,TX,Open seat,$0 ,$0 
"HARRIS, FELICIA",REP,TX,Open seat,$0 ,$0 
"RAMIREZ HINOJOSA, RUBEN",DEM,TX,Open seat,"$4,950.00 ","$4,796.00 "
"GARCIA, DOMINGO ALBERTO",DEM,TX,Open seat,$0 ,$0 
"ROBERTS, MARVIN KIRBY",REP,TX,Open seat,$0 ,$0 
"STREUSAND, BENJAMIN EARL",REP,TX,Open seat,$0 ,"$6,354.90 "
"MAY, DONALD ROBERT LEE",REP,TX,Open seat,"$173,525.18 ","$177,276.81 "
"AMDUR, JOHN",REP,TX,Open seat,$0 ,$0 
"VILLARREAL, RUBEN OSCAR MR.",REP,TX,Open seat,"$80,513.11 ","$78,947.29 "
"PALACIOS, JUAN SONNY JR",DEM,TX,Open seat,"$474,677.18 ","$478,221.34 "
"GONZALEZ, VICENTE MR.",DEM,TX,Open seat,"$2,426,195.00 ","$2,305,694.40 "
"ELIZONDO, DOLLY",DEM,TX,Open seat,"$351,515.31 ","$352,895.28 "
"QUINTANILLA, JOEL",DEM,TX,Open seat,"$20,363.41 ","$19,187.99 "
"SALINAS, XAVIER MR.",REP,TX,Open seat,"$99,780.19 ","$99,358.24 "
"WESTLEY, TIMMY LEE",REP,TX,Open seat,"$17,567.10 ","$17,069.56 "
"SWEETEN, RANCE G ""RANDY""",DEM,TX,Open seat,"$117,148.79 ","$121,000.99 "
"ARRINGTON, JODEY COOK",REP,TX,Open seat,"$1,593,170.88 ","$1,336,784.41 "
"CORLEY, JASON ERIC MR.",REP,TX,Open seat,"$3,550.00 ","$11,264.95 "
"GARRETT, GREGORY KEITH",REP,TX,Open seat,"$108,161.18 ","$108,161.18 "
"ROBERTSON, GLEN CHARLES MR.",REP,TX,Open seat,"$2,171,269.25 ","$2,171,269.25 "
"STARR, MICHAEL BOB",REP,TX,Open seat,"$274,319.86 ","$274,319.86 "
"PARRISH, DON",REP,TX,Open seat,"$52,525.00 ","$52,525.00 "
"LAMPSON, NICHOLAS",DEM,TX,Open seat,$0 ,$0 
"VEACH, RODNEY",LIB,TX,Open seat,$0 ,$0 
"SHEARER, PATRICK",DEM,TX,Open seat,$0 ,$0 
"ALVARADO, MARIA LUISA",DEM,TX,Open seat,$0 ,$0 
"SANDERS, KENNETH",DEM,TX,Open seat,$0 ,$0 
"TROIANI, ANTHONY P",DEM,TX,Open seat,$0 ,$0 
"JOHNSON, EZRA ALLEN",DEM,TX,Open seat,$0 ,$0 
"KASPRZAK, PATRICIA",REP,TX,Open seat,$0 ,$0 
"ROMO, SYLVIA S",DEM,TX,Open seat,$0 ,$0 
"MORRELL, KIM",REP,TX,Open seat,$0 ,$0 
"GRUNWALD, JOHN ",REP,TX,Open seat,$0 ,$0 
"ENGSTRAND, JIM",REP,TX,Open seat,$0 ,$0 
"MATHESON, JAMES D",DEM,UT,Challenger,$166.46 ,"$9,958.51 "
"BUCK, JASON",REP,UT,Challenger,$0 ,$0 
"EAGAR, CHERILYN B",REP,UT,Challenger,$0 ,$0 
"SANDSTROM, STEPHEN",REP,UT,Challenger,$0 ,$0 
"WALLACK, HOWARD",REP,UT,Challenger,$0 ,$0 
"ROBLES, LUZ M",DEM,UT,Challenger,$0 ,"$19,879.93 "
"BARRON, BILL",IND,UT,Challenger,"$12,935.20 ","$16,003.00 "
"TRYON, STEPHEN P.",DEM,UT,Challenger,"$55,062.52 ","$63,405.51 "
"OWENS, H DOUGLAS",DEM,UT,Challenger,"$2,116,036.51 ","$2,103,032.24 "
"CLEMENS, PETER C",DEM,UT,Challenger,"$123,390.03 ","$123,025.05 "
"ALBARRAN, CHARLENE MCARTHUR",DEM,UT,Challenger,"$587,047.69 ","$585,324.92 "
"TENG, CHIA-CHI",REP,UT,Challenger,"$542,438.63 ","$542,438.63 "
"COMBE, RYAN CHRISTOPHER",DEM,UT,Challenger,$0 ,$0 
"MCALEER, DONNA",DEM,UT,Challenger,$0 ,$0 
"BRIDGEWATER, TIMOTHY ALLEN",REP,UT,Challenger,$0 ,$0 
"SEEGMILLER, F JAY",DEM,UT,Challenger,$0 ,$0 
"WONNACOTT, BRIAN",DEM,UT,Challenger,$0 ,$0 
"BISHOP, ROBERT",REP,UT,Incumbent,"$1,035,353.03 ","$896,634.73 "
"STEWART, CHRIS",REP,UT,Incumbent,"$920,060.29 ","$958,040.77 "
"LOVE, MIA",REP,UT,Incumbent,"$5,472,751.26 ","$5,576,207.69 "
"CHAFFETZ, JASON",REP,UT,Incumbent,"$1,406,796.27 ","$1,308,015.97 "
"FUEHR, BOB",REP,UT,Open seat,"$280,000.00 ","$281,030.30 "
"LOYOLA, BENITO BEN JR",REP,VA,Challenger,$0 ,$0 
"CANTOR, ERIC",REP,VA,Challenger,"$234,660.79 ","$262,753.15 "
"MORAN, JAMES P. JR.",DEM,VA,Challenger,"$3,048.69 ","$78,760.58 "
"MODICA, JULIEN",DEM,VA,Challenger,"$550,386.26 ","$2,018.00 "
"HERRITY, PATRICK S",REP,VA,Challenger,"$1,000.00 ",$39.75 
"WARD, ELLA PORTER",DEM,VA,Challenger,"$49,516.45 ","$43,693.83 "
"DOUGLASS, JOHN WADE",DEM,VA,Challenger,$119.70 ,"$8,945.30 "
"GALDO, JOSEPH F",GRE,VA,Challenger,$847.32 ,"$2,731.99 "
"MARSHALL, ROBERT G",REP,VA,Challenger,$50.00 ,$703.00 
"MOSHER, NORMAN GARDNER",DEM,VA,Challenger,$0 ,$0 
"ASHE, DAVID BENJAMIN",DEM,VA,Challenger,$0 ,$400.00 
"PATRICK, SUZANNE D",DEM,VA,Challenger,"$6,335.00 ","$6,237.00 "
"FAUSZ, ELLIOTT GRAYSON",DEM,VA,Challenger,$0 ,$0 
"TRAMMELL, JOHN K",DEM,VA,Challenger,"$5,751.88 ","$5,531.09 "
"GEDDES, GERALD RUSSELL",REP,VA,Challenger,$0 ,$443.83 
"SCHOLTE, SUZANNE",REP,VA,Challenger,"$6,625.00 ","$17,375.20 "
"HARROLD, MARC",LIB,VA,Challenger,$0 ,$524.00 
"ROWE, MATTHEW",DEM,VA,Challenger,"$47,596.69 ","$46,846.56 "
"WILLIAMS, MARTIN L. MR.",REP,VA,Challenger,"$74,329.31 ","$71,165.64 "
"MCEACHIN, ASTON DONALD MR.",DEM,VA,Challenger,"$795,103.46 ","$516,093.05 "
"KIMOTHO-GONZALEZ, JACQUELINE MRS.",REP,VA,Challenger,"$20,994.37 ","$20,070.60 "
"GRIEGO, HARRY MR",REP,VA,Challenger,"$10,930.26 ","$10,864.11 "
"HOWARTH, THOMAS JAMES",DEM,VA,Challenger,"$5,949.00 ","$5,949.00 "
"DEGNER, KAI",DEM,VA,Challenger,"$157,181.77 ","$153,103.47 "
"DICKINSON, MICHAEL ROBERT",DEM,VA,Challenger,$0 ,$0 
"WADE, MICHAEL LEO",REP,VA,Challenger,"$146,721.70 ","$145,601.99 "
"BEDELL, EILEEN MCNEIL",DEM,VA,Challenger,"$247,262.03 ","$244,609.76 "
"O'DONOGHUE, THOMAS",REP,VA,Challenger,$0 ,$0 
"WEBB, MICHAEL DAVID",REP,VA,Challenger,"$18,954.11 ","$17,319.62 "
"HERNICK, CHARLES ALAN MR.",REP,VA,Challenger,"$81,179.34 ","$80,697.11 "
"BUNCH, WILLIAM CAREY ""BILL"" JR",DEM,VA,Challenger,"$5,655.73 ","$5,655.30 "
"KITTS, DEREK WAYNE",DEM,VA,Challenger,"$103,692.52 ","$103,692.23 "
"WOLF, FRANK R.",REP,VA,Challenger,$0 ,$0 
"BENNETT, LUANN",DEM,VA,Challenger,"$2,848,448.67 ","$2,847,964.19 "
"CARR, JAMES AVARETT JR",LIB,VA,Challenger,$0 ,$0 
"WILLIAMS, PEYTON RANDOLPH JR",DEM,VA,Challenger,$0 ,$0 
"PERRIELLO, THOMAS STUART PRICE",DEM,VA,Challenger,$0 ,$0 
"EGAN, JODY LYNN",REP,VA,Challenger,$0 ,$0 
"JONES, PAUL FRANCIS",LIB,VA,Challenger,$0 ,$0 
"RADLE, ARTHUR WILLARD JR",DEM,VA,Challenger,$0 ,$0 
"LEWIS, DELMAR PATRICK",DEM,VA,Challenger,$0 ,$0 
"GRIFFITH, WILLIAM",IND,VA,Challenger,$0 ,$0 
"YEH, STEVEN ENG-MIN",REP,VA,Challenger,$0 ,$0 
"GAUGHAN, WALTER LAWRENCE",DEM,VA,Challenger,$0 ,$0 
"HAMMER, WILLIAM M WILL",LIB,VA,Challenger,$0 ,$0 
"HUDSON, BENJAMIN LENWARD",DEM,VA,Challenger,$0 ,$0 
"GANDINO-SAADEIN, JUSTIN J",IND,VA,Challenger,$0 ,$0 
"HUNSICKER, DAVID E",DEM,VA,Challenger,$0 ,$0 
"MEYNARDIE, KEVIN SPENCER",REP,VA,Challenger,$0 ,$0 
"RIGELL, EDWARD SCOTT MR.",REP,VA,Incumbent,"$719,073.67 ","$879,916.34 "
"HURT, ROBERT",REP,VA,Incumbent,"$469,685.84 ","$532,239.70 "
"GRIFFITH, H MORGAN",REP,VA,Incumbent,"$836,461.12 ","$902,724.00 "
"FORBES, J. RANDY",REP,VA,Incumbent,"$1,619,612.74 ","$2,159,026.19 "
"GOODLATTE, ROBERT W.",REP,VA,Incumbent,"$1,794,187.63 ","$2,007,353.48 "
"BRAT, DAVID ALAN MR.",REP,VA,Incumbent,"$1,273,941.57 ","$1,166,347.78 "
"BEYER, DONALD STERNOFF JR.",DEM,VA,Incumbent,"$2,123,667.57 ","$1,482,102.98 "
"COMSTOCK, BARBARA J HONORABLE",REP,VA,Incumbent,"$5,331,366.52 ","$5,342,922.33 "
"SCOTT, ROBERT C.",DEM,VA,Incumbent,"$771,224.07 ","$765,804.88 "
"WITTMAN, ROBERT J MR.",REP,VA,Incumbent,"$1,047,333.61 ","$1,050,400.71 "
"CONNOLLY, GERALD EDWARD",DEM,VA,Incumbent,"$2,027,734.05 ","$1,137,247.31 "
"TAYLOR, SCOTT",REP,VA,Open seat,"$870,984.99 ","$806,017.60 "
"MCKELVEY, JAMES K",REP,VA,Open seat,"$525,515.04 ","$498,906.60 "
"SHUTTLEWORTH, BRUCE BOWEN",DEM,VA,Open seat,$0 ,$341.47 
"EDMOND, MICAH K",REP,VA,Open seat,$0 ,$153.61 
"HOPE, PATRICK ALAN",DEM,VA,Open seat,"$1,050.00 ","$1,200.00 "
"EUILLE, WILLIAM D BILL",DEM,VA,Open seat,$0 ,"$1,226.85 "
"CARSON, JEFFREY S",LIB,VA,Open seat,$0 ,$0 
"LEVINE, MARK HERBERT",DEM,VA,Open seat,"$3,701.85 ","$6,307.28 "
"KORPE, SATISH W",DEM,VA,Open seat,$0 ,$0 
"BECK, GWENDOLYN",IND,VA,Open seat,$0 ,"$1,256.49 "
"BOLGER, RICHARD OWEN",DEM,VA,Open seat,$0 ,$0 
"WASINGER, ROBERT K",REP,VA,Open seat,"$12,000.00 ","$12,814.05 "
"CARDWELL, CHARLES PATTESON IV",REP,VA,Open seat,"$87,969.00 ","$87,846.88 "
"BROWN, SHAUN DENISE",DEM,VA,Open seat,"$32,646.42 ","$33,849.46 "
"CAGE, ERICKE",DEM,VA,Open seat,"$20,791.25 ","$18,397.01 "
"DITTMAR, JANE DESIMONE",DEM,VA,Open seat,"$1,390,351.28 ","$1,356,530.19 "
"DEL ROSSO, MICHAEL JOSEPH MR.",REP,VA,Open seat,"$98,387.92 ","$98,341.89 "
"WHITED, JOE",REP,VA,Open seat,"$57,119.47 ","$51,036.09 "
"GARRETT, THOMAS ALEXANDER MR. JR.",REP,VA,Open seat,"$670,296.10 ","$656,562.23 "
"BYRNE, LESLIE L",DEM,VA,Open seat,$0 ,$0 
"WRIGHT, ISHAH L",OTH,VA,Open seat,$0 ,$0 
"REDPATH, WILLIAM B",LIB,VA,Open seat,$0 ,$0 
"FOUST, JOHN",DEM,VA,Open seat,$0 ,$0 
"SAVITT, MARC S",REP,VA,Open seat,$0 ,$0 
"HARING, PAUL B",REP,VA,Open seat,$0 ,$0 
"PILIERE, FRANCIS (FRANK) T ",IND,VA,Open seat,$0 ,$0 
"CHRISTENSEN, DONNA M",DEM,VI,Challenger,$0 ,"$3,617.31 "
"RUSSELL, RONALD E MR",DEM,VI,Challenger,"$4,600.00 ","$3,781.00 "
"PLASKETT, STACEY ",DEM,VI,Incumbent,"$362,914.70 ","$338,507.77 "
"MALONE, SHAWN-MICHAEL",DEM,VI,Open seat,"$1,200.00 ","$1,466.00 "
"DANET, VINCENT EMILE",REP,VI,Open seat,$0 ,$0 
"HANSEN, EMMETT II",DEM,VI,Open seat,$0 ,$0 
"STERN, KEITH",REP,VT,Challenger,$0 ,$0 
"DONKA, MARK",REP,VT,Challenger,$0 ,$0 
"WELCH, PETER",DEM,VT,Incumbent,"$1,018,957.71 ","$779,036.54 "
"MCGINNESS, DIANA B",DEM,WA,Challenger,$0 ,$0 
"YOUNG, JESSE L",REP,WA,Challenger,$0 ,$39.00 
"FLEMMING, STANLEY L K",REP,WA,Challenger,$0 ,$0 
"FERGUSON, JENNIFER GIGI",DEM,WA,Challenger,"$11,495.04 ","$9,390.85 "
"MOATS, EDWIN F",REP,WA,Challenger,$0 ,$0 
"CELLIS, PEDRO",REP,WA,Challenger,$113.42 ,"$18,216.13 "
"SUTHERLAND, ROBERT J",REP,WA,Challenger,"$28,832.18 ","$28,942.99 "
"GUILLOT, B J",REP,WA,Challenger,$14.00 ,$362.25 
"DINGETHAL, BOB",DEM,WA,Challenger,$0 ,$0 
